MCD15A3H,Fpar_500m,A2002185,2002-07-04,0.25,0.76,174.4199,0.51,0.6035,0.0075,0.0866,289,289,100.0,2015149105846,0.59
MCD15A3H,Lai_500m,A2002185,2002-07-04,0.5,2.9,498.3,2.4,1.7242,0.1944,0.4409,289,289,100.0,2015149105846,1.6
MCD15A3H,Fpar_500m,A2002189,2002-07-08,0.21,0.75,173.08,0.54,0.5989,0.0066,0.0811,289,289,100.0,2015149102804,0.63
MCD15A3H,Lai_500m,A2002189,2002-07-08,0.4,2.7,490.5001,2.3,1.6972,0.1641,0.4051,289,289,100.0,2015149102804,1.7
MCD15A3H,Fpar_500m,A2002193,2002-07-12,0.19,0.92,182.47,0.73,0.6314,0.01,0.0998,289,289,100.0,2015149100912,0.69
MCD15A3H,Lai_500m,A2002193,2002-07-12,0.4,5.3,554.4001,4.9,1.9183,0.3551,0.5959,289,289,100.0,2015149100912,2.1
MCD15A3H,Fpar_500m,A2002197,2002-07-16,0.25,0.74,171.4099,0.49,0.5931,0.005,0.071,289,289,100.0,2015149103229,0.59
MCD15A3H,Lai_500m,A2002197,2002-07-16,0.5,2.4,475.5004,1.9,1.6453,0.083,0.2882,289,289,100.0,2015149103229,1.5
MCD15A3H,Fpar_500m,A2002201,2002-07-20,0.26,0.9,180.8901,0.64,0.6259,0.0088,0.0939,289,289,100.0,2015149084304,0.65
MCD15A3H,Lai_500m,A2002201,2002-07-20,0.5,4.7,546.4998,4.2,1.891,0.414,0.6434,289,289,100.0,2015149084304,1.9
MCD15A3H,Fpar_500m,A2002205,2002-07-24,0.25,0.84,178.2899,0.59,0.6169,0.0087,0.0933,289,289,100.0,2015149110336,0.66
MCD15A3H,Lai_500m,A2002205,2002-07-24,0.5,3.8,531.1001,3.3,1.8377,0.3263,0.5712,289,289,100.0,2015149110336,1.9
MCD15A3H,Fpar_500m,A2002209,2002-07-28,0.27,0.79,174.05,0.52,0.6022,0.0071,0.0844,289,289,100.0,2015149090335,0.61
MCD15A3H,Lai_500m,A2002209,2002-07-28,0.6,3.1,503.8,2.5,1.7433,0.2186,0.4675,289,289,100.0,2015149090335,1.6
MCD15A3H,Fpar_500m,A2002217,2002-08-05,0.21,0.8,145.61,0.59,0.5038,0.0076,0.0873,289,289,100.0,2015149081938,0.5
MCD15A3H,Lai_500m,A2002217,2002-08-05,0.4,3.1,380.2001,2.7,1.3156,0.1304,0.3612,289,289,100.0,2015149081938,1.3
MCD15A3H,Fpar_500m,A2002221,2002-08-09,0.2,0.78,175.5401,0.58,0.6074,0.0078,0.0881,289,289,100.0,2015149203133,0.64
MCD15A3H,Lai_500m,A2002221,2002-08-09,0.4,3.0,499.8,2.6,1.7294,0.179,0.423,289,289,100.0,2015149203133,1.8
MCD15A3H,Fpar_500m,A2002225,2002-08-13,0.24,0.76,172.34,0.52,0.5963,0.0065,0.0809,289,289,100.0,2015150074829,0.63
MCD15A3H,Lai_500m,A2002225,2002-08-13,0.5,3.1,489.5001,2.6,1.6938,0.1805,0.4249,289,289,100.0,2015150074829,1.8
MCD15A3H,Fpar_500m,A2002229,2002-08-17,0.23,0.92,174.33,0.69,0.6032,0.0098,0.099,289,289,100.0,2015150110549,0.57
MCD15A3H,Lai_500m,A2002229,2002-08-17,0.5,5.3,516.2,4.8,1.7862,0.4604,0.6786,289,289,100.0,2015150110549,1.6
MCD15A3H,Fpar_500m,A2002233,2002-08-21,0.26,0.87,180.95,0.61,0.6261,0.009,0.0948,289,289,100.0,2015150093725,0.72
MCD15A3H,Lai_500m,A2002233,2002-08-21,0.5,4.4,515.9999,3.9,1.7855,0.4232,0.6505,289,289,100.0,2015150093725,1.9
MCD15A3H,Fpar_500m,A2002237,2002-08-25,0.2,0.87,180.5901,0.67,0.6249,0.0089,0.0943,289,289,100.0,2015150122108,0.71
MCD15A3H,Lai_500m,A2002237,2002-08-25,0.3,4.1,521.7003,3.8,1.8052,0.2594,0.5093,289,289,100.0,2015150122108,2.2
MCD15A3H,Fpar_500m,A2002241,2002-08-29,0.21,0.79,182.8101,0.58,0.6326,0.0078,0.0883,289,289,100.0,2015150110547,0.63
MCD15A3H,Lai_500m,A2002241,2002-08-29,0.3,3.1,483.1001,2.8,1.6716,0.2612,0.5111,289,289,100.0,2015150110547,1.5
MCD15A3H,Fpar_500m,A2002245,2002-09-02,0.27,0.82,187.96,0.55,0.6504,0.0077,0.0878,289,289,100.0,2015150120643,0.7
MCD15A3H,Lai_500m,A2002245,2002-09-02,0.5,3.0,476.5,2.5,1.6488,0.155,0.3936,289,289,100.0,2015150120643,1.8
MCD15A3H,Fpar_500m,A2002249,2002-09-06,0.22,0.85,167.5001,0.63,0.5796,0.0088,0.0935,289,289,100.0,2015150102552,0.57
MCD15A3H,Lai_500m,A2002249,2002-09-06,0.4,3.7,397.6999,3.3,1.3761,0.2286,0.4781,289,289,100.0,2015150102552,1.3
MCD15A3H,Fpar_500m,A2002253,2002-09-10,0.24,0.86,187.9002,0.62,0.6502,0.0093,0.0963,289,289,100.0,2015150234922,0.71
MCD15A3H,Lai_500m,A2002253,2002-09-10,0.4,3.4,489.4,3.0,1.6934,0.2938,0.5421,289,289,100.0,2015150234922,1.8
MCD15A3H,Fpar_500m,A2002257,2002-09-14,0.07,0.49,23.42,0.42,0.3496,0.0102,0.1009,289,67,23.18,2015151041121,F
MCD15A3H,Lai_500m,A2002257,2002-09-14,0.1,1.0,43.2,0.9,0.6448,0.0446,0.2111,289,67,23.18,2015151041121,F
MCD15A3H,Fpar_500m,A2002261,2002-09-18,0.2,0.81,195.63,0.61,0.6769,0.0086,0.0927,289,289,100.0,2015151112957,0.71
MCD15A3H,Lai_500m,A2002261,2002-09-18,0.3,3.0,532.8002,2.7,1.8436,0.2454,0.4953,289,289,100.0,2015151112957,2.1
MCD15A3H,Fpar_500m,A2002265,2002-09-22,0.26,0.85,190.32,0.59,0.6585,0.0082,0.0906,289,289,100.0,2015151071021,0.67
MCD15A3H,Lai_500m,A2002265,2002-09-22,0.5,4.0,522.9005,3.5,1.8093,0.4303,0.656,289,289,100.0,2015151071021,1.6
MCD15A3H,Fpar_500m,A2002269,2002-09-26,0.17,0.8,178.08,0.63,0.6205,0.0126,0.1124,289,287,99.31,2015151133522,0.66
MCD15A3H,Lai_500m,A2002269,2002-09-26,0.3,2.9,453.9003,2.6,1.5815,0.2873,0.536,289,287,99.31,2015151133522,1.6
MCD15A3H,Fpar_500m,A2002273,2002-09-30,0.26,0.82,187.7701,0.56,0.6497,0.006,0.0775,289,289,100.0,2015151085955,0.72
MCD15A3H,Lai_500m,A2002273,2002-09-30,0.3,2.8,435.9002,2.5,1.5083,0.1869,0.4323,289,289,100.0,2015151085955,2.2
MCD15A3H,Fpar_500m,A2002277,2002-10-04,0.21,0.87,210.12,0.66,0.7271,0.0097,0.0985,289,289,100.0,2015151151523,0.84
MCD15A3H,Lai_500m,A2002277,2002-10-04,0.3,3.1,495.3,2.8,1.7138,0.2671,0.5169,289,289,100.0,2015151151523,2.7
MCD15A3H,Fpar_500m,A2002281,2002-10-08,0.26,0.97,211.1299,0.71,0.7306,0.0095,0.0972,289,289,100.0,2015151095951,0.75
MCD15A3H,Lai_500m,A2002281,2002-10-08,0.3,6.3,519.9997,6.0,1.7993,0.7929,0.8904,289,289,100.0,2015151095951,1.8
MCD15A3H,Fpar_500m,A2002285,2002-10-12,0.17,0.86,209.75,0.69,0.7258,0.0105,0.1025,289,289,100.0,2015151145550,0.83
MCD15A3H,Lai_500m,A2002285,2002-10-12,0.2,2.7,479.7001,2.5,1.6599,0.2675,0.5172,289,289,100.0,2015151145550,2.4
MCD15A3H,Fpar_500m,A2002289,2002-10-16,0.26,0.92,213.68,0.66,0.7394,0.0105,0.1023,289,289,100.0,2015151111357,0.87
