MOD13Q1,250m_16_days_EVI,A2000049,2000-02-18,0.062,0.4748,179.6745,0.4128,0.2608,0.0057,0.0754,1089,689,63.27,2020041152446,F
MOD13Q1,250m_16_days_NDVI,A2000049,2000-02-18,0.1138,0.7952,313.7568,0.6814,0.4554,0.0185,0.1359,1089,689,63.27,2020041152446,F
MOD13Q1,250m_16_days_EVI,A2000065,2000-03-05,0.0235,0.5091,242.2094,0.4856,0.2396,0.0043,0.0654,1089,1011,92.84,2020040140007,0.2696
MOD13Q1,250m_16_days_NDVI,A2000065,2000-03-05,0.0242,0.9698,494.6865,0.9456,0.4893,0.0302,0.1739,1089,1011,92.84,2020040140007,0.5416
MOD13Q1,250m_16_days_EVI,A2000081,2000-03-21,0.005,0.491,248.571,0.486,0.2306,0.0032,0.0564,1089,1078,98.99,2020041145323,0.2023
MOD13Q1,250m_16_days_NDVI,A2000081,2000-03-21,0.0051,0.8834,571.5162,0.8783,0.5302,0.0206,0.1434,1089,1078,98.99,2020041145323,0.5128
MOD13Q1,250m_16_days_EVI,A2000097,2000-04-06,0.1147,0.5222,304.7505,0.4075,0.2956,0.0048,0.0692,1089,1031,94.67,2020041113050,0.3024
MOD13Q1,250m_16_days_NDVI,A2000097,2000-04-06,0.2318,0.8697,604.4945,0.6379,0.5863,0.0142,0.1191,1089,1031,94.67,2020041113050,0.5952
MOD13Q1,250m_16_days_EVI,A2000113,2000-04-22,0.1088,0.4213,288.5866,0.3125,0.2675,0.0028,0.0527,1089,1079,99.08,2020042090819,0.2166
MOD13Q1,250m_16_days_NDVI,A2000113,2000-04-22,0.2463,0.8422,579.374,0.5959,0.537,0.0103,0.1016,1089,1079,99.08,2020042090819,0.4451
MOD13Q1,250m_16_days_EVI,A2000129,2000-05-08,0.1208,0.3664,266.4357,0.2456,0.2447,0.0026,0.0505,1089,1089,100.0,2020042172831,0.2
MOD13Q1,250m_16_days_NDVI,A2000129,2000-05-08,0.2773,0.7524,589.5624,0.4751,0.5414,0.0112,0.1057,1089,1089,100.0,2020042172831,0.4481
MOD13Q1,250m_16_days_EVI,A2000145,2000-05-24,0.1283,0.3779,276.2515,0.2496,0.2537,0.0018,0.042,1089,1089,100.0,2020045172439,0.24
