Fct1,Fct2,Fct3,Fct4,Fct5,Fct6,Fct7,Fct8,SWC_nep,ExpID,G_o,G_1,m,G_1_VPD_m,G_v,NSE,LCE,Ap,AfT1,AfT2,AfT3
1,1,1,1,1,1,1,1,0.25,1,0.0376944183850343,2.2803552793442e-06,23.5306474532191,0.000101012333835459,2.1535796936551e-07,-0.116132123365898,-0.425674097004281,0.938193388874775,-0.88278777064046,-0.880971968034302,-0.895463067758635
1,1,1,1,1,1,1,1,0.35,1,0.0806773910536578,5.97566315512379,-0.357259536489487,5.70004732748647,0.157510880761907,0.717578212371479,0.71309106185823,0.648591980083488,0.0653236483241352,0.240033270332678,0.298407548766857
1,1,1,1,1,1,1,1,0.45,1,0.0918009071399933,6.33826513634305,-0.0810120502924329,6.22370625519438,0.0854044633985233,0.626378907491369,0.548067414125023,0.712839257432405,-0.0877002593659153,0.552339319821379,0.65512933060371
1,1,1,1,1,1,1,1,0.55,1,0.0774494170006875,5.35376443775869,0.444003764456001,5.71601094140362,0.0368269880295535,0.399047017548145,0.415598706156974,0.799718788040124,-0.375853358579747,0.129101226828434,-0.00818343034443834
1,1,1,1,1,1,1,1,0.65,1,0.094031517121681,5.01198384818301,0.0121906390089616,5.02766093863301,0.0470723109072564,0.579407388548239,0.523824862454774,0.660597572451743,0.021905774317082,0.371808284542436,0.547669830336333
1,1,1,1,1,1,1,1,0.75,1,0.114336222314313,3.88079291071344,-0.396486406016272,3.53806966115484,0.0490250506189763,0.208543310496471,0.240972884053943,0.709588743860835,-0.0402089554296544,0.195624414845691,0.268097809453272
1,1,1,1,1,1,1,1,0.85,1,0.107699427906005,4.83365061807931,-0.0467853643068387,4.82294188286334,0.0891386373420426,0.439400957626907,0.463953604736479,0.655436213520888,0.184188362066655,0.503643272128213,0.480614024460558
1,1,1,1,1,1,1,1,0.95,1,0.073772948108964,10.6419378442514,0.427912595099348,11.0697912345389,0.0584622740640189,0.147194653019704,0.166762493417827,0.810166029570243,0.275254990791455,0.826494422936115,1.09016222616493
2,1,1,1,1,1,1,1,0.25,2,0.0308703046585293,1.16432069950665e-06,23.7158555470521,5.31404829426612e-05,0.00868381186633127,-0.0168186661687033,-0.0471541635641848,0.518418090474259,-0.00736661565794413,0.0335626769677094,-0.0201755452048323
2,1,1,1,1,1,1,1,0.35,2,0.0803304477027906,2.72833017548835,-0.496739449219208,2.55495584175214,0.159243949377995,0.718533665044335,0.71310124819679,0.651086197200603,0.063278588743391,0.238222155968099,0.292918659650027
2,1,1,1,1,1,1,1,0.45,2,0.0918111170895388,2.96020813101965,-0.109060745991222,2.88840670897707,0.0853735388498059,0.626390398129857,0.547867813239192,0.712839257432405,-0.0877002593659153,0.552339319821379,0.65512933060371
2,1,1,1,1,1,1,1,0.55,2,0.0781731502617678,2.2057065320234,0.685715310234681,2.44039775159337,0.0357149799805787,0.412112681487732,0.427798923017316,0.789756947154679,-0.377501645673016,0.0728198652738165,-0.0499312960660129
2,1,1,1,1,1,1,1,0.65,2,0.0940300808062608,2.13184228260009,0.0189535836782107,2.1422188140902,0.0470850043686348,0.579374714837904,0.523844998003353,0.660597572451743,0.021905774317082,0.371808284542436,0.547669830336333
2,1,1,1,1,1,1,1,0.75,2,0.129112756450191,1.11778297643209,-3.81599477586151,0.459085222148706,0.0359003058864701,0.199404350957328,0.265082316252042,0.834388699798278,-0.467689015408595,-0.335790946918276,-0.256096059912485
2,1,1,1,1,1,1,1,0.85,2,0.10766476718,2.01975552769159,-0.0664799183462032,2.01340017664439,0.0892639578697089,0.439297227864976,0.4638478849977,0.655436213520888,0.184188362066655,0.503643272128213,0.480614024460558
2,1,1,1,1,1,1,1,0.95,2,0.0737787903032095,5.64903261829245,0.493891382944164,5.91197089104265,0.0584055343434372,0.147923799583468,0.167317460936277,0.810604246576163,0.276159107346131,0.834715741667087,1.11502136572272
1,2,1,1,1,1,1,1,0.25,3,0.0365017933803763,3.12155610171921e-08,30.1056973267713,3.99754032760488e-06,8.73704502330415e-09,0.376292728071534,0.393370127398838,0.456415318199615,0.257857539246465,0.215631874712307,0.145815750917598
1,2,1,1,1,1,1,1,0.35,3,0.054708915515582,6.61152561970269,-0.263396610570147,6.38530714499434,0.175206740112033,0.950487479281619,0.95918918666658,0.409387368603247,-0.0441541553417595,-0.0295939026600024,-0.0427802847289959
1,2,1,1,1,1,1,1,0.45,3,0.0846215147793516,6.17845523409131,0.0260066383289172,6.21473793223757,0.0851341141414305,0.863050088387715,0.815903841788544,0.565024568977766,-0.0690391914461237,-0.0410905638880271,0.0223862237233005
1,2,1,1,1,1,1,1,0.55,3,0.0723920054506505,6.96427852293936,-0.230938056691268,6.73111432196019,0.0409196817062691,0.662720960381513,0.709263263652933,0.714077549472132,-0.164466665219917,-0.131809918046097,-0.0306552062566806
1,2,1,1,1,1,1,1,0.65,3,0.0866028919496494,5.11306823783148,-0.0577402639849068,5.03799187154799,0.0476779168996397,0.83816576842358,0.878178371257559,0.559102442883097,-0.0217634858084648,-0.124138179631553,-0.0273081708224573
1,2,1,1,1,1,1,1,0.75,3,0.0980083603536696,4.35020212503303,-1.09979613165753,3.36610595912033,0.0441972340178567,0.751511803613909,0.817224835185689,0.57579100249598,-0.0141396017772385,0.0108522442969024,0.064430844482471
1,2,1,1,1,1,1,1,0.85,3,0.114952483090647,4.38788951234085,-0.0367340566156794,4.38025500673306,0.0814792303932361,0.921568903670194,0.929401345851475,0.404065345598661,0.00986903815960754,0.00723639738894565,0.0482677348985215
1,2,1,1,1,1,1,1,0.95,3,0.0744378148966259,9.76205670527269,0.129737465955367,9.8794210353604,0.0517449909422042,0.306020997437317,0.506329370781522,0.706845888759842,-0.0163318838074756,0.0344589919009191,0.120840274928442
2,2,1,1,1,1,1,1,0.25,4,0.040456706050434,-1.03923371612978,-3.85564035064333,-0.559099137768914,0.00278751215418968,0.299434041840684,0.444535165382283,0.480587749317726,0.183273728832654,0.139731194882572,0.0802706475984172
2,2,1,1,1,1,1,1,0.35,4,0.0546904667931758,3.1286116795917,-0.345335946380147,2.98901726270439,0.175071327301719,0.950496755196516,0.95953591199978,0.406700113420626,-0.039921483298938,-0.0304651049379572,-0.0374371315131875
2,2,1,1,1,1,1,1,0.45,4,0.0846196646151362,2.86167214438155,0.0343116921202775,2.88386452831094,0.0851272459625232,0.86306356157722,0.815941488914124,0.565024568977766,-0.0690391914461237,-0.0410905638880271,0.0223862237233005
2,2,1,1,1,1,1,1,0.55,4,0.0723672044664426,3.35287530792809,-0.316178186219425,3.20014384231477,0.0407664029278527,0.662749860240333,0.70974608020414,0.714868172383349,-0.159838465072369,-0.136128013434433,-0.0327466445258033
2,2,1,1,1,1,1,1,0.65,4,0.0865968065040415,2.19511285510595,-0.0820829906929891,2.14943530703695,0.0476753961737966,0.838167628639538,0.878151772391886,0.559102442883097,-0.0217634858084648,-0.124138179631553,-0.0273081708224573
2,2,1,1,1,1,1,1,0.75,4,0.100681324478559,1.58290946120619,-2.7324351196581,0.837007220271197,0.0426071007650986,0.749750327939564,0.817658225968903,0.621243083868078,-0.0798707772203185,-0.102328403670287,-0.032205294482808
2,2,1,1,1,1,1,1,0.85,4,0.114946644199334,1.74248602535434,-0.0590269096261888,1.73761695224331,0.0814533556553064,0.921573139435093,0.929441334668015,0.404065345598661,0.00986903815960754,0.00723639738894565,0.0482677348985215
2,2,1,1,1,1,1,1,0.95,4,0.0744755805768208,5.09386434990629,0.160602547627818,5.16978290783171,0.051827578948669,0.306081840621527,0.50616025348609,0.706845888759842,-0.0163318838074756,0.0344589919009191,0.120840274928442
1,1,2,1,1,1,1,1,0.25,5,0,6.13031691171463,1.24943372307031,7.49478084702042,0.0311752675622276,-1.51818679189167,-0.12052407651282,0.427180358789748,0.0503240673487304,0.148682072747489,0.0448820370305148
1,1,2,1,1,1,1,1,0.35,5,0,7.93163262423649,-0.257257700987417,7.66646360407172,0.209929506987677,0.611415861706816,0.733880533052255,0.650866648443958,0.035779605749456,0.275930407653701,0.314410817180878
1,1,2,1,1,1,1,1,0.45,5,0,10.3837194653665,-0.148499299169063,10.0422901071202,0.140399665244482,0.387331536159656,0.626889749675822,0.702040115181996,-0.0550233043223467,0.450705402450875,0.596579245858367
1,1,2,1,1,1,1,1,0.55,5,0,10.3033798637528,-0.097282968940009,10.15663290649,0.0622399757065878,-0.0580516263890303,0.305719350210658,0.813025365482613,-0.272867359763178,0.479712450230089,0.193983050537732
1,1,2,1,1,1,1,1,0.65,5,0,7.86183998880177,0.0389423121138759,7.94066518694805,0.0751272145472107,0.374303273987003,0.599995289993341,0.663516821251064,0.00853859929761037,0.323456066780332,0.499351059528614
1,1,2,1,1,1,1,1,0.75,5,0,7.05517830845814,-0.0340131728285725,6.99944034436172,0.0961646925286417,-0.430176858004967,0.219831781803646,0.765824474192363,-0.0477148153720133,0.431735633958494,0.436220171371634
1,1,2,1,1,1,1,1,0.85,5,0,7.59281377532771,0.0120947752368293,7.59716848789545,0.141517085613192,0.0933134689373126,0.491003181681054,0.664161548341191,0.208029396551583,0.521701524927433,0.507265486140066
1,1,2,1,1,1,1,1,0.95,5,0,21.5724540778984,0.126701925601987,21.8257051645046,0.114167275291282,-0.180415200782339,0.0992371071671698,0.818965419174396,0.21850637689441,0.966349009636951,1.15024842002497
2,1,2,1,1,1,1,1,0.25,6,0,2.81598929394301,1.54740596119666,3.61179823946209,0.0310711222523487,-1.51734394843276,-0.125512076919824,0.427180358789748,0.0503240673487304,0.148682072747489,0.0448820370305148
2,1,2,1,1,1,1,1,0.35,6,0,3.95217334879884,-0.329802750341708,3.78359242720513,0.210039627167866,0.612522470405799,0.734467723485284,0.6497668984365,0.0428285328747319,0.275074830330784,0.319910681249011
2,1,2,1,1,1,1,1,0.45,6,0,5.48915076843947,-0.177883822033262,5.27365570859666,0.140431867266268,0.387485304848008,0.626959403132736,0.702040115181996,-0.0550233043223467,0.450705402450875,0.596579245858367
2,1,2,1,1,1,1,1,0.55,6,0,5.47867474377688,-0.135834768395508,5.37003014047977,0.0624657002551512,-0.0596542865199268,0.30316514284662,0.815143352636991,-0.268926543084236,0.468921333682517,0.177331096105958
2,1,2,1,1,1,1,1,0.65,6,0,3.91260595182716,0.0495720997142301,3.96261113364584,0.0751436772978851,0.37418424447006,0.59994298316799,0.664475278703814,0.0133818135175049,0.321982361056488,0.500160393013469
2,1,2,1,1,1,1,1,0.75,6,0,3.41117363244092,-0.045965633877012,3.37480485184656,0.0961747310179102,-0.43041943826321,0.219809407962486,0.765824474192363,-0.0477148153720133,0.431735633958494,0.436220171371634
2,1,2,1,1,1,1,1,0.85,6,0,3.74566942511874,0.0151126869996517,3.74835391114791,0.14152404998245,0.0933178530991524,0.491011369882011,0.664161548341191,0.208029396551583,0.521701524927433,0.507265486140066
2,1,2,1,1,1,1,1,0.95,6,0,12.4809887407451,0.13702319164659,12.6395213068733,0.114180862684463,-0.180327358815098,0.0993228667233511,0.818965419174396,0.21850637689441,0.966349009636951,1.15024842002497
1,2,2,1,1,1,1,1,0.25,7,0,5.92849114203218,0.922714271647453,6.87695965674192,0.0297834171669288,-0.801979230806143,0.0331027928020097,0.495243024386987,-0.00667654929458147,0.104418721341284,-0.0462636255651375
1,2,2,1,1,1,1,1,0.35,7,0,8.38719877975335,-0.182797601830598,8.18697708501449,0.225845249948595,0.908921976075024,0.80593542737687,0.423705859477218,-0.0217064415291539,0.116109342597558,0.00773420113484112
1,2,2,1,1,1,1,1,0.45,7,0,10.9211482363155,-0.0123755395011969,10.8907610197126,0.14928228043625,0.736037027580488,0.784136208654539,0.618183070170435,-0.0467998977450898,0.071776631237826,0.116680635816266
1,2,2,1,1,1,1,1,0.55,7,0,14.2938851229043,-0.267620197556999,13.7407999076313,0.0826354154261141,0.329091775816448,0.591017318124554,0.704580115639296,-0.109044058235293,0.0488182042171527,0.0550207436987289
1,2,2,1,1,1,1,1,0.65,7,0,9.65688122643751,0.0869368921213867,9.87437019239095,0.0949892125793758,0.749731185573832,0.710650230669724,0.559345992803646,0.0477141081737108,-0.000277336378772629,0.0340097624628117
1,2,2,1,1,1,1,1,0.75,7,0,8.67100150606701,-0.337516840769251,8.0147006288307,0.111154409375128,0.491580433732047,0.658496790148156,0.574904586375552,0.00549715401105302,0.0562250843915071,0.20326192030421
1,2,2,1,1,1,1,1,0.85,7,0,10.4882985065201,-0.682389014441522,10.1544373839336,0.119036669520257,0.728168267412823,0.617354608873162,0.489491335626876,-0.00640409220592183,0.0169135877624886,0.0356935881395794
1,2,2,1,1,1,1,1,0.95,7,0,22.3980136495122,-0.309461189348494,21.7685479123406,0.106589726027777,0.0615851005368658,0.512433778913164,0.701336398124749,-0.0407961596764429,0.16964970430317,0.295103158900387
2,2,2,1,1,1,1,1,0.25,8,0,2.66064640894661,1.22123362301938,3.23812157453565,0.0294691156257777,-0.801517484044399,0.0293910061112916,0.485725868338138,0.0679072611192303,0.180319401171019,0.0192814777540438
2,2,2,1,1,1,1,1,0.35,8,0,4.24033070273231,-0.224608764367422,4.11629332333482,0.225773344713052,0.908928319143051,0.80627483980596,0.423705859477218,-0.0217064415291539,0.116109342597558,0.00773420113484112
2,2,2,1,1,1,1,1,0.45,8,0,5.82570637253002,-0.0145053619831096,5.80671171063181,0.149281972584342,0.736037375961389,0.784136513266463,0.618183070170435,-0.0467998977450898,0.071776631237826,0.116680635816266
2,2,2,1,1,1,1,1,0.55,8,0,7.93014105543429,-0.30523376921577,7.58112896917508,0.0825547595163263,0.329157604896715,0.591096102907596,0.704580115639296,-0.109044058235293,0.0488182042171527,0.0550207436987289
2,2,2,1,1,1,1,1,0.65,8,0,5.03616833087108,0.102539566359465,5.17021604801452,0.0949695005023493,0.749748591800885,0.710589993517915,0.559345992803646,0.0477141081737108,-0.000277336378772629,0.0340097624628117
2,2,2,1,1,1,1,1,0.75,8,0,4.42401234517017,-0.439693751112008,3.9928815360337,0.110769294078463,0.490079022119488,0.657545773170745,0.574904586375552,0.00549715401105302,0.0562250843915071,0.20326192030421
2,2,2,1,1,1,1,1,0.85,8,0,5.48268224828693,-0.91589267645291,5.24972409692716,0.120754785131144,0.726445862709557,0.612518142884734,0.48906610829133,-0.00771941332140716,0.0511286103174389,0.0546181232406432
2,2,2,1,1,1,1,1,0.95,8,0,13.0027923382914,-0.341892899835081,12.5996692851883,0.106306428952507,0.0613188545936598,0.512484150814439,0.701336398124749,-0.0407961596764429,0.16964970430317,0.295103158900387
1,1,3,1,1,1,1,1,0.25,9,0.0147999237861279,5.96992789487376,0.5,6.46983760420643,0.0311839920184634,-0.731782894025155,-0.109857833647719,0.454984537220147,0.0561945579415241,0.19568691965391,0.0501176944416545
1,1,3,1,1,1,1,1,0.35,9,0.111086310395371,4.27772426654581,0.5,4.57001952276005,0.133077454142021,0.416193748655048,0.409064875719326,0.728296583427663,0.00065954823188271,0.0830380463529151,0.280755047370185
1,1,3,1,1,1,1,1,0.45,9,0.11956734682412,3.64096732796139,0.5,4.0748020660958,0.0531762090537692,0.490469353110989,0.195299915432498,0.74711529875893,-0.123279109689504,0.230040227330139,0.422008335371043
1,1,3,1,1,1,1,1,0.55,9,0.0781748654975747,5.16828809011673,0.5,5.56373555265275,0.0357697541194649,0.403814010917127,0.421759763204554,0.800659916093106,-0.404483196528525,0.0463762370125065,-0.0671840439823018
1,1,3,1,1,1,1,1,0.65,9,0.100407622122712,3.91794378976343,0.5,4.45335914497025,0.0438971401833451,0.476536514169762,0.487581469938006,0.678177677229925,-0.0635665524911384,-0.0180678512255949,0.207909005714798
1,1,3,1,1,1,1,1,0.75,9,0.119807972984671,2.65874940667896,0.5,2.9875474738453,0.0435961542459042,0.179838799938822,0.203996000207134,0.759766704307387,0.0671028472176904,0.236315351368961,0.316500760349097
1,1,3,1,1,1,1,1,0.85,9,0.12381801009834,3.46042263315237,0.5,3.54342506232476,0.072507891097019,0.320229095147435,0.347255519848685,0.620547937411284,0.190998554274237,0.311507732479653,0.304407325935781
1,1,3,1,1,1,1,1,0.95,9,0.0748954533398962,10.2709988515565,0.5,10.7551200275849,0.0568076087466027,0.150663755579089,0.168867685021309,0.785689283587158,0.248775271942866,0.686634715336169,1.01634681529159
2,1,3,1,1,1,1,1,0.25,10,0.0138564573938599,2.9486559084448,0.5,3.19557040122761,0.0336242266952285,-0.826243111585902,-0.113706230699667,0.475235610441741,0.0310325242671585,0.170135086326626,0.0276766759263968
2,1,3,1,1,1,1,1,0.35,10,0.106120563357698,1.86151514774238,0.5,1.98871176284712,0.139599658460108,0.505169834802893,0.449884043758396,0.722051689567918,-0.0244651389949761,0.151826422851584,0.256946217689815
2,1,3,1,1,1,1,1,0.45,10,0.11326082025417,1.65772420785561,0.5,1.85524818509404,0.0596182764492514,0.537443055317328,0.271100484390584,0.718529217657512,-0.143929081268425,0.381094166766114,0.525113998894229
2,1,3,1,1,1,1,1,0.55,10,0.0763913690339832,2.49250382685,0.5,2.68321577953197,0.0382208724819015,0.396552408777835,0.411311979165535,0.808505299652728,-0.382473750789346,0.176840366611593,0.0029418039413995
2,1,3,1,1,1,1,1,0.65,10,0.0981813877823502,1.67604202674907,0.5,1.90508529159581,0.0444342909229366,0.524163370376489,0.50168896123555,0.627450272906724,0.0398687311147602,0.161796855506611,0.339745983023575
2,1,3,1,1,1,1,1,0.75,10,0.117551660829641,0.885832095664507,0.5,0.995379795104227,0.0455086798625831,0.209037791730666,0.209343553091186,0.741980204458079,0.0553205199627965,0.366413826832367,0.425880513156329
2,1,3,1,1,1,1,1,0.85,10,0.119366525836423,1.41675004659737,0.5,1.45073251286351,0.0795619734909635,0.377742997654296,0.379102042406028,0.608562685777122,0.214428748132255,0.394905138430534,0.348416377500956
2,1,3,1,1,1,1,1,0.95,10,0.0738613572365453,5.63198632018911,0.5,5.89744870414143,0.0582833423662851,0.148208509927229,0.167494294010131,0.810166029570243,0.275254990791455,0.826494422936115,1.09016222616493
1,2,3,1,1,1,1,1,0.25,11,0.0216503200383447,3.48954042930122,0.5,3.78174749987815,0.0182276574879361,0.177546537924984,0.341863991857854,0.511837073022094,0.10031181580594,0.148861403276892,0.0477589700297553
1,2,3,1,1,1,1,1,0.35,11,0.0575368513734371,6.80997908611885,0.5,7.27530234160721,0.2118543933812,0.91522529427319,0.91089959943903,0.468503700526674,-0.00415346472070192,0.0232109755901868,-0.0330959890665263
1,2,3,1,1,1,1,1,0.45,11,0.0895604234176145,5.70211404981999,0.5,6.38154205144429,0.0832791896903496,0.845066808277737,0.771678861813156,0.573442938634666,-0.100213568661246,-0.0463252219418633,-0.061433644886652
